Entry,EC number
O70480,Not Available
O70481,2.3.2.27
O70491,Not Available
O70492,Not Available
O70494,Not Available
O70496,Not Available
O70497,Not Available
O70503,1.1.1.330; 1.1.1.62
O70507,Not Available
O70514,Not Available
O70546,1.14.11.68
O70551,2.7.11.1
O70552,Not Available
O70566,Not Available
O70571,2.7.11.2
O70572,3.1.4.12
O70576,Not Available
O70577,Not Available
O70578,Not Available
O70579,Not Available
O70582,1.13.11.-
O70583,2.3.2.27
O70584,Not Available
O70585,Not Available
O70589,2.7.11.1
O70622,Not Available
O70624,Not Available
O70628,3.1.4.35
O88174,Not Available
O88188,Not Available
O88196,2.3.2.27
O88199,2.8.2.17; 2.8.2.21
O88207,Not Available
O88271,Not Available
O88273,Not Available
O88282,Not Available
O88286,Not Available
O88291,Not Available
O88307,Not Available
O88310,Not Available
O88312,Not Available
O88319,Not Available
O88322,Not Available
O88325,Not Available
O88329,Not Available
O88335,Not Available
O88342,Not Available
O88343,Not Available
O88351,2.7.11.1; 2.7.11.10
O88379,Not Available
O88384,Not Available
O88393,Not Available
O88398,Not Available
O88410,Not Available
O88413,Not Available
O88427,Not Available
O88428,2.7.1.25; 2.7.7.4
O88444,4.6.1.1
O88445,2.7.11.1
O88447,Not Available
O88448,Not Available
O88452,Not Available
O88454,Not Available
O88455,1.3.1.21
O88466,Not Available
O88470,Not Available
O88477,Not Available
O88485,Not Available
O88487,Not Available
O88491,2.1.1.357
O88495,Not Available
O88502,3.1.4.53
O88507,Not Available
O88508,2.1.1.-; 2.1.1.37
O88509,2.1.1.37
O88513,Not Available
O88516,Not Available
O88522,Not Available
O88531,3.1.2.22
O88533,4.1.1.28
O88536,Not Available
O88543,Not Available
O88551,Not Available
O88552,Not Available
O88554,2.4.2.-; 2.4.2.30
O88559,Not Available
O88561,6.2.1.-; 6.2.1.15; 6.2.1.3
O88566,Not Available
O88569,Not Available
O88572,Not Available
O88574,Not Available
O88575,Not Available
O88576,Not Available
O88587,2.1.1.6
O88593,Not Available
O88597,Not Available
O88602,Not Available
O88609,Not Available
O88621,Not Available
O88622,3.2.1.143
O88623,3.4.19.12
O88627,Not Available
O88632,Not Available
O88634,Not Available
O88643,2.7.11.1
O88653,Not Available
O88662,Not Available
O88665,Not Available
O88667,Not Available
O88668,Not Available
O88673,2.7.1.107; 2.7.1.93
O88676,3.4.24.-
O88689,Not Available
O88693,2.4.1.80
O88696,3.4.21.92
O88697,2.7.10.2; 2.7.11.1
O88700,5.6.2.4
O88703,Not Available
O88704,Not Available
O88705,Not Available
O88708,Not Available
O88712,1.1.1.-
O88713,Not Available
O88721,Not Available
O88728,Not Available
O88735,Not Available
O88736,1.1.1.210; 1.1.1.270; 1.1.1.62
O88737,Not Available
O88738,2.3.2.27
O88741,Not Available
O88746,Not Available
O88783,Not Available
O88786,Not Available
O88792,Not Available
O88799,Not Available
O88809,Not Available
O88811,Not Available
O88816,2.3.1.87
O88819,2.4.1.152
O88824,Not Available
O88829,2.4.3.9
O88833,1.14.14.80
O88838,Not Available
O88839,3.4.24.-
O88844,1.1.1.42
O88845,Not Available
O88848,Not Available
O88856,2.8.2.20
O88870,Not Available
O88874,Not Available
O88875,Not Available
O88876,1.1.1.300
O88878,Not Available
O88879,Not Available
O88890,Not Available
O88895,3.5.1.-; 3.5.1.98
O88898,Not Available
O88904,2.7.11.1
O88907,2.3.2.27
O88908,2.3.1.26
O88909,Not Available
O88910,Not Available
O88935,Not Available
O88939,Not Available
O88940,Not Available
O88942,Not Available
O88947,3.4.21.6
O88951,Not Available
O88952,Not Available
O88958,3.5.99.6
O88962,1.14.14.139
O88967,3.4.24.-; 3.6.-.-
O88974,2.1.1.366
O88978,Not Available
O88983,Not Available
O88987,Not Available
O88990,Not Available
O88992,Not Available
O88998,Not Available
O89001,3.4.17.22
O89016,7.6.2.8
O89017,3.4.22.34
O89019,Not Available
O89020,Not Available
O89023,3.4.14.9
O89026,Not Available
O89032,Not Available
O89050,Not Available
O89051,Not Available
O89053,Not Available
O89084,3.1.4.53
O89086,Not Available
O89090,Not Available
O89091,Not Available
O89093,Not Available
O89094,3.4.22.-
O89098,Not Available
O89100,Not Available
O89101,Not Available
O89103,Not Available
O89106,2.7.7.51; 3.6.1.29; 3.6.2.1; 3.9.1.-
O89109,Not Available
O89110,3.4.22.61
O89112,2.5.1.18
O89116,Not Available
P00015,Not Available
P00158,Not Available
P00184,1.14.14.1; 4.2.1.152
P00186,1.14.14.1; 4.2.1.152
P00329,1.1.1.1
P00342,1.1.1.27
P00375,1.5.1.3
P00397,7.1.1.9
P00493,2.4.2.8
P00520,2.7.10.2
P00536,2.7.11.1
P00687,3.2.1.1
P00688,3.2.1.1
P00755,3.4.21.35
P00756,3.4.21.35
P00757,Not Available
P00796,3.4.23.15
P00860,4.1.1.17
P00920,4.2.1.1; 4.2.1.69
P01027,Not Available
P01029,Not Available
P01101,Not Available
P01108,Not Available
P01132,Not Available
P01139,Not Available
P01193,Not Available
P01216,Not Available
P01325,Not Available
P01326,Not Available
P01572,Not Available
P01575,Not Available
P01580,Not Available
P01582,Not Available
P01586,Not Available
P01587,Not Available
P01590,Not Available
P01592,Not Available
P01731,Not Available
P01831,Not Available
P01865,Not Available
P01867,Not Available
P01868,Not Available
P01869,Not Available
P01872,Not Available
P01878,Not Available
P01887,Not Available
P01895,Not Available
P01897,Not Available
P01898,Not Available
P01899,Not Available
P01900,Not Available
P01901,Not Available
P01902,Not Available
P01910,Not Available
P01921,Not Available
P01942,Not Available
P02088,Not Available
P02089,Not Available
P02104,Not Available
P02301,Not Available
P02319,Not Available
P02340,Not Available
P02463,Not Available
P02468,Not Available
P02469,Not Available
P02535,Not Available
P02716,Not Available
P02762,Not Available
P02772,Not Available
P02798,Not Available
P02802,Not Available
P02830,Not Available
P02831,Not Available
P03953,3.4.21.46
P03958,3.5.4.4
P03966,Not Available
P03991,Not Available
P03995,Not Available
P04095,Not Available
P04104,Not Available
P04117,Not Available
P04184,2.7.1.21
P04186,3.4.21.47
P04187,3.4.21.79
P04202,Not Available
P04223,Not Available
P04227,Not Available
P04228,Not Available
P04235,Not Available
P04247,1.11.1.-; 1.7.-.-
P04351,Not Available
P04370,Not Available
P04401,Not Available
P04426,Not Available
P04441,Not Available
P04444,Not Available
P04627,2.7.11.1
P04756,Not Available
P04760,Not Available
P04768,Not Available
P04769,Not Available
P04919,Not Available
P04925,Not Available
P04938,Not Available
P04939,Not Available
P05017,Not Available
P05063,4.1.2.13
P05064,4.1.2.13
P05125,Not Available
P05132,2.7.11.11
P05201,2.6.1.1; 2.6.1.3
P05202,2.6.1.1; 2.6.1.7
P05208,3.4.21.71
P05213,3.6.5.-
P05214,3.6.5.-
P05480,2.7.10.2
P05524,Not Available
P05532,2.7.10.1
P05533,Not Available
P05555,Not Available
P05622,2.7.10.1
P05627,Not Available
P05784,Not Available
P06151,1.1.1.27
P06240,2.7.10.2
P06281,3.4.23.15
P06332,Not Available
P06339,Not Available
P06342,Not Available
P06343,Not Available
P06345,Not Available
P06346,Not Available
P06467,Not Available
P06537,Not Available
P06683,Not Available
P06684,Not Available
P06728,Not Available
P06745,5.3.1.9
P06795,7.6.2.1; 7.6.2.2
P06797,3.4.22.15
P06800,3.1.3.48
P06801,1.1.1.40
P06802,3.1.4.1; 3.6.1.9
P06803,2.7.11.1
P06804,Not Available
P06837,Not Available
P06869,3.4.21.73
P06876,Not Available
P06879,Not Available
P06880,Not Available
P06909,Not Available
P07091,Not Available
P07141,Not Available
P07146,3.4.21.4
P07147,1.14.18.-
P07214,Not Available
P07321,Not Available
P07356,Not Available
P07607,2.1.1.45
P07724,Not Available
P07742,1.17.4.1
P07750,Not Available
P07758,Not Available
P07759,Not Available
P07901,3.6.4.10
P07903,Not Available
P07934,2.7.11.1; 2.7.11.19; 2.7.11.26
P07978,Not Available
P08003,5.3.4.1
P08030,2.4.2.7
P08032,Not Available
P08046,Not Available
P08071,3.4.21.-
P08074,1.1.1.184
P08101,Not Available
P08103,2.7.10.2
P08113,Not Available
P08121,Not Available
P08122,Not Available
P08152,2.3.2.-
P08207,Not Available
P08226,Not Available
P08228,1.15.1.1
P08249,1.1.1.37
P08414,2.7.11.17
P08505,Not Available
P08508,Not Available
P08551,Not Available
P08553,Not Available
P08556,3.6.5.2
P08680,2.3.1.37
P08730,Not Available
P08752,Not Available
P08775,2.7.7.48; 2.7.7.6; 3.1.13.-
P08883,3.4.21.-
P08884,3.4.21.-
P08905,3.2.1.17
P08920,Not Available
P08923,2.7.10.1
P09021,Not Available
P09022,Not Available
P09024,Not Available
P09025,Not Available
P09026,Not Available
P09027,Not Available
P09036,Not Available
P09041,2.7.2.3
P09055,Not Available
P09056,Not Available
P09065,Not Available
P09066,Not Available
P09079,Not Available
P09084,Not Available
P09103,5.3.4.1
P09174,3.1.4.35
P09225,Not Available
P09240,Not Available
P09242,3.1.3.1; 3.9.1.1
P09405,Not Available
P09411,2.7.2.3
P09450,Not Available
P09470,3.4.15.1
P09528,1.16.3.1
P09535,Not Available
P09542,Not Available
P09581,2.7.10.1
P09602,Not Available
P09631,Not Available
P09632,Not Available
P09671,1.15.1.1
P09690,Not Available
P09793,Not Available
P09803,Not Available
P09813,Not Available
P09838,2.7.7.31; 3.1.11.-
P09920,Not Available
P09922,Not Available
P0C027,3.6.1.52; 3.6.1.60
P0C028,3.6.1.52; 3.6.1.60
P0C090,2.3.2.27
P0C0A3,Not Available
P0C0S6,Not Available
P0C191,Not Available
P0C192,Not Available
P0C1Q2,3.1.4.35; 3.1.4.53
P0C1T1,Not Available
P0C5E4,3.1.3.-; 3.1.3.48
P0C605,2.7.11.12
P0C673,Not Available
P0C6F1,Not Available
P0C7A3,2.3.1.-
P0C7L0,Not Available
P0C7T6,Not Available
P0C871,3.1.1.4; 3.1.1.5
P0CB42,1.14.11.-; 1.14.11.33; 1.14.11.51; 4.2.99.18
P0CG49,Not Available
P0CL69,Not Available
P0CW70,2.4.1.-
P0DI97,Not Available
P0DM65,Not Available
P0DMC4,Not Available
P0DMN7,4.1.1.50
P0DN83,Not Available
P0DOV1,Not Available
P0DOV2,Not Available
P0DOY1,2.1.1.37
P0DP26,Not Available
P0DP27,Not Available
P0DP28,Not Available
P0DP43,Not Available
P0DP60,Not Available
P0DP99,Not Available
P0DPB4,Not Available
P0DPD9,2.1.1.-; 3.4.24.71
P10085,Not Available
P10107,Not Available
P10126,3.6.5.-
P10146,Not Available
P10148,Not Available
P10168,Not Available
P10284,Not Available
P10287,Not Available
P10300,Not Available
P10404,Not Available
P10417,Not Available
P10493,Not Available
P10518,4.2.1.24
P10605,3.4.22.1
P10628,Not Available
P10637,Not Available
P10639,Not Available
P10648,2.5.1.18
P10649,2.5.1.18
P10711,Not Available
P10749,Not Available
P10754,Not Available
P10761,Not Available
P10810,Not Available
P10820,Not Available
P10833,3.6.5.-
P10852,Not Available
P10853,Not Available
P10854,Not Available
P10855,Not Available
P10856,Not Available
P10889,Not Available
P10922,Not Available
P10923,Not Available
P11031,Not Available
P11032,3.4.21.78
P11087,Not Available
P11103,2.4.2.-; 2.4.2.30
P11152,3.1.1.32; 3.1.1.34
P11157,1.17.4.1
P11214,3.4.21.68
P11247,1.11.2.2
P11260,Not Available
P11276,Not Available
P11344,1.14.18.1
P11352,1.11.1.12; 1.11.1.9
P11378,Not Available
P11403,Not Available
P11404,Not Available
P11416,Not Available
P11438,Not Available
P11440,2.7.11.22; 2.7.11.23
P11477,Not Available
P11499,Not Available
P11531,Not Available
P11588,Not Available
P11589,Not Available
P11590,Not Available
P11609,Not Available
P11610,Not Available
P11627,Not Available
P11672,Not Available
P11679,Not Available
P11688,Not Available
P11714,1.14.14.1
P11725,2.1.3.3
P11798,2.7.11.17
P11835,Not Available
P11859,Not Available
P11862,Not Available
P11881,Not Available
P11911,Not Available
P11928,2.7.7.84
P11930,3.6.1.-; 3.6.1.77
P11942,Not Available
P11983,Not Available
P11985,Not Available
P12023,Not Available
P12025,Not Available
P12032,Not Available
P12242,Not Available
P12246,Not Available
P12265,3.2.1.31
P12367,Not Available
P12382,2.7.1.11
P12388,Not Available
P12657,Not Available
P12658,Not Available
P12672,Not Available
P12710,Not Available
P12791,1.14.14.1
P12804,Not Available
P12813,Not Available
P12815,Not Available
P12849,Not Available
P12850,Not Available
P12960,Not Available
P12961,Not Available
P12968,Not Available
P12970,Not Available
P12979,Not Available
P13011,1.14.19.1
P13020,Not Available
P13297,Not Available
P13346,Not Available
P13372,Not Available
P13379,Not Available
P13405,Not Available
P13439,2.4.2.10; 4.1.1.23
P13504,3.2.2.6
P13516,1.14.19.1
P13541,Not Available
P13542,Not Available
P13562,Not Available
P13595,Not Available
P13597,Not Available
P13609,Not Available
P13707,1.1.1.8
P13745,1.11.1.-; 2.5.1.18; 5.3.3.-
P13808,Not Available
P13864,2.1.1.37
P14069,Not Available
P14094,Not Available
P14097,Not Available
P14106,Not Available
P14115,Not Available
P14131,Not Available
P14142,Not Available
P14148,Not Available
P14152,1.1.1.37; 1.1.1.96
P14206,Not Available
P14211,Not Available
P14231,Not Available
P14234,2.7.10.2
P14246,Not Available
P14404,2.1.1.367
P14426,Not Available
P14427,Not Available
P14428,Not Available
P14429,Not Available
P14430,Not Available
P14431,Not Available
P14432,Not Available
P14434,Not Available
P14435,Not Available
P14436,Not Available
P14437,Not Available
P14438,Not Available
P14439,Not Available
P14483,Not Available
P14602,Not Available
P14719,3.2.2.6
P14733,Not Available
P14753,Not Available
P14824,Not Available
P14847,Not Available
P14869,Not Available
P14873,Not Available
P14901,1.14.14.18
P15037,Not Available
P15066,Not Available
P15105,2.3.1.225; 6.3.1.2
P15116,Not Available
P15208,2.7.10.1
P15209,2.7.10.1
P15247,Not Available
P15261,Not Available
P15306,Not Available
P15307,Not Available
P15314,Not Available
P15327,5.4.2.11; 5.4.2.4
P15331,Not Available
P15375,Not Available
P15379,Not Available
P15388,Not Available
P15392,1.14.14.1
P15409,Not Available
P15499,Not Available
P15508,Not Available
P15530,Not Available
P15532,2.7.4.6
P15533,Not Available
P15535,2.4.1.-; 2.4.1.22; 2.4.1.275; 2.4.1.38; 2.4.1.90
P15539,1.14.15.4; 1.14.15.5
P15626,2.5.1.18
P15655,Not Available
P15656,Not Available
P15702,Not Available
P15806,Not Available
P15864,Not Available
P15919,2.3.2.27; 3.1.-.-
P15920,Not Available
P15945,3.4.21.35
P15946,3.4.21.35
P15947,3.4.21.35
P15948,3.4.21.35
P15949,3.4.21.35
P15975,Not Available
P16015,4.2.1.1
P16043,Not Available
P16045,Not Available
P16054,2.7.11.13
P16056,2.7.10.1
P16092,2.7.10.1
P16110,Not Available
P16125,1.1.1.27
P16277,2.7.10.2
P16283,Not Available
P16294,3.4.21.22
P16297,Not Available
P16301,2.3.1.43; 3.1.1.47
P16305,Not Available
P16330,3.1.4.37
P16331,1.14.16.1
P16332,5.4.99.2
P16381,3.6.4.13
P16382,Not Available
P16388,Not Available
P16390,Not Available
P16406,3.4.11.7
P16460,6.3.4.5
P16546,Not Available
P16627,Not Available
P16646,Not Available
P16675,3.4.16.5
P16858,1.2.1.12; 2.6.99.-
P16872,Not Available
P16879,2.7.10.2
P16882,Not Available
P16951,Not Available
P17012,Not Available
P17047,Not Available
P17095,Not Available
P17125,Not Available
P17156,Not Available
P17182,4.2.1.11
P17183,4.2.1.11
P17208,Not Available
P17225,Not Available
P17426,Not Available
P17427,Not Available
P17433,Not Available
P17439,2.4.1.-; 3.2.1.-; 3.2.1.45; 3.2.1.46
P17515,Not Available
P17532,1.14.16.4
P17534,Not Available
P17553,Not Available
P17563,1.8.3.4
P17564,Not Available
P17679,Not Available
P17710,2.7.1.1
P17742,5.2.1.8
P17751,4.2.3.3; 5.3.1.1
P17809,Not Available
P17879,Not Available
P17892,3.1.1.26; 3.1.1.3
P17897,3.2.1.17
P17918,Not Available
P17919,Not Available
P17981,2.4.2.31; 3.2.2.5
P18052,3.1.3.48
P18111,Not Available
P18155,1.5.1.15; 3.5.4.9
P18181,Not Available
P18242,3.4.23.5
P18293,4.6.1.2
P18337,Not Available
P18340,Not Available
P18406,Not Available
P18572,Not Available
P18581,Not Available
P18608,Not Available
P18653,2.7.11.1
P18654,2.7.11.1
P18760,Not Available
P18761,4.2.1.1
P18762,Not Available
P18826,Not Available
P18828,Not Available
P18872,3.6.5.-
P18893,Not Available
P18894,1.4.3.3
P18911,Not Available
P19001,Not Available
P19070,Not Available
P19091,Not Available
P19096,1.1.1.100; 1.3.1.39; 2.3.1.38; 2.3.1.39; 2.3.1.41; 2.3.1.85; 3.1.2.14; 4.2.1.59
P19123,Not Available
P19137,Not Available
P19157,2.5.1.18
P19182,Not Available
P19221,3.4.21.5
P19246,Not Available
P19253,Not Available
P19258,Not Available
P19324,Not Available
P19426,Not Available
P19437,Not Available
P19639,2.5.1.18
P19783,Not Available
P19785,Not Available
P19973,Not Available
P20029,3.6.4.10
P20033,Not Available
P20060,3.2.1.52
P20065,Not Available
P20067,Not Available
P20108,1.11.1.24
P20109,Not Available
P20152,Not Available
P20181,Not Available
P20239,Not Available
P20263,Not Available
P20293,Not Available
P20334,Not Available
P20352,Not Available
P20357,Not Available
P20443,Not Available
P20444,2.7.11.13
P20489,Not Available
P20490,Not Available
P20491,Not Available
P20612,Not Available
P20615,Not Available
P20664,2.7.7.102
P20693,Not Available
P20722,Not Available
P20782,Not Available
P20826,Not Available
P20852,1.14.14.1
P20863,Not Available
P20917,Not Available
P20918,3.4.21.7
P20937,Not Available
P21107,Not Available
P21180,3.4.21.43
P21183,Not Available
P21237,Not Available
P21271,Not Available
P21274,Not Available
P21275,Not Available
P21278,Not Available
P21279,3.6.5.-
P21440,7.6.2.1
P21447,7.6.2.1; 7.6.2.2
P21460,Not Available
P21550,4.2.1.11
P21552,Not Available
P21570,3.1.27.-
P21614,Not Available
P21619,Not Available
P21658,Not Available
P21661,3.4.21.94
P21729,Not Available
P21784,Not Available
P21803,2.7.10.1
P21812,3.4.21.-
P21836,3.1.1.7
P21844,3.4.21.39
P21845,3.4.21.59
P21855,Not Available
P21952,Not Available
P21956,Not Available
P21958,7.4.2.14
P21981,2.3.1.-; 2.3.2.13; 3.4.-.-; 3.5.1.44
P21995,Not Available
P22005,Not Available
P22091,Not Available
P22227,Not Available
P22272,Not Available
P22315,4.98.1.1
P22361,Not Available
P22366,Not Available
P22387,Not Available
P22389,Not Available
P22437,1.14.99.1
P22518,2.7.12.1
P22561,Not Available
P22599,Not Available
P22605,Not Available
P22646,Not Available
P22682,2.3.2.27
P22723,Not Available
P22724,Not Available
P22725,Not Available
P22726,Not Available
P22727,Not Available
P22777,Not Available
P22858,Not Available
P22892,Not Available
P22893,Not Available
P22907,2.5.1.61
P22933,Not Available
P22935,Not Available
P23116,Not Available
P23150,Not Available
P23188,3.4.21.75
P23198,Not Available
P23204,Not Available
P23242,Not Available
P23249,3.6.4.13
P23275,Not Available
P23298,2.7.11.13
P23299,Not Available
P23336,2.4.1.87
P23359,Not Available
P23440,3.1.4.35
P23475,3.6.4.-; 4.2.99.-
P23492,2.4.2.1
P23506,2.1.1.77
P23578,3.4.21.10
P23589,4.2.1.1
P23611,Not Available
P23683,Not Available
P23708,Not Available
P23738,4.1.1.22
P23772,Not Available
P23780,3.2.1.23
P23798,Not Available
P23804,2.3.2.27
P23813,Not Available
P23818,Not Available
P23819,Not Available
P23906,Not Available
P23927,Not Available
P23949,Not Available
P23950,Not Available
P23953,3.1.1.1
P23979,Not Available
P24063,Not Available
P24161,Not Available
P24270,1.11.1.6
P24288,2.6.1.42
P24369,5.2.1.8
P24383,Not Available
P24452,Not Available
P24456,1.14.14.1
P24472,2.5.1.18
P24527,3.3.2.6; 3.4.11.4
P24529,1.14.16.2
P24547,1.1.1.205
P24549,1.2.1.19; 1.2.1.28; 1.2.1.3; 1.2.1.36
P24604,2.7.10.2
P24610,Not Available
P24622,Not Available
P24668,Not Available
P24699,Not Available
P24721,Not Available
P24788,2.7.11.22
P24807,Not Available
P24815,1.1.1.145; 1.1.1.210; 1.1.1.270; 5.3.3.1
P24822,3.1.3.1
P24823,3.1.3.1
P24860,Not Available
P25085,Not Available
P25118,Not Available
P25119,Not Available
P25206,3.6.4.12
P25233,Not Available
P25318,Not Available
P25322,Not Available
P25425,Not Available
P25444,Not Available
P25446,Not Available
P25688,1.7.3.3
P25785,Not Available
P25799,Not Available
P25801,Not Available
P25911,2.7.10.2
P25916,Not Available
P25918,Not Available
P25962,Not Available
P25976,Not Available
P26011,Not Available
P26039,Not Available
P26040,Not Available
P26041,Not Available
P26043,Not Available
P26048,Not Available
P26049,Not Available
P26149,1.1.1.145; 5.3.3.1
P26150,1.1.1.145; 5.3.3.1
P26151,Not Available
P26187,2.1.1.63
P26231,Not Available
P26262,3.4.21.34
P26323,Not Available
P26339,Not Available
P26350,Not Available
P26361,5.6.1.6
P26369,Not Available
P26443,1.4.1.3
P26450,Not Available
P26618,2.7.10.1
P26638,6.1.1.11
P26645,Not Available
P26687,Not Available
P26883,5.2.1.8
P26928,Not Available
P26952,Not Available
P26954,Not Available
P26955,Not Available
P27005,Not Available
P27038,2.7.11.30
P27040,2.7.11.30
P27046,3.2.1.114
P27048,Not Available
P27090,Not Available
P27106,Not Available
P27467,Not Available
P27512,Not Available
P27545,2.3.1.299
P27546,Not Available
P27548,Not Available
P27573,Not Available
P27577,Not Available
P27600,Not Available
P27601,Not Available
P27612,Not Available
P27641,3.6.4.-
P27656,3.1.1.3; 3.1.1.32; 3.1.1.5
P27659,Not Available
P27661,Not Available
P27664,3.1.4.35
P27671,Not Available
P27681,Not Available
P27699,Not Available
P27773,5.3.4.1
P27782,Not Available
P27786,1.14.14.19; 1.14.14.32
P27808,2.4.1.101
P27812,Not Available
P27814,Not Available
P27870,Not Available
P27889,Not Available
P27931,Not Available
P28028,2.7.11.1
P28033,Not Available
P28047,Not Available
P28063,3.4.25.1
P28076,3.4.25.1
P28078,Not Available
P28184,Not Available
P28229,Not Available
P28230,Not Available
P28231,Not Available
P28236,Not Available
P28271,4.2.1.3
P28293,3.4.21.20
P28301,1.4.3.13
P28309,Not Available
P28310,Not Available
P28311,Not Available
P28322,Not Available
P28334,Not Available
P28352,3.1.11.2; 3.1.21.-
P28357,Not Available
P28359,Not Available
P28474,1.1.1.-; 1.1.1.1; 1.1.1.284
P28481,Not Available
P28563,3.1.3.16; 3.1.3.48
P28571,Not Available
P28574,Not Available
P28649,1.14.14.14
P28650,6.3.4.4
P28651,Not Available
P28652,2.7.11.17
P28653,Not Available
P28654,Not Available
P28656,Not Available
P28658,Not Available
P28659,Not Available
P28660,Not Available
P28661,Not Available
P28663,Not Available
P28665,Not Available
P28667,Not Available
P28700,Not Available
P28704,Not Available
P28705,Not Available
P28738,3.6.4.-
P28740,Not Available
P28741,Not Available
P28776,1.13.11.52
P28798,Not Available
P28825,3.4.24.18
P28828,3.1.3.48
P28843,3.4.14.5
P28862,3.4.24.17
P28867,2.7.10.2; 2.7.11.13
P29037,Not Available
P29121,3.4.21.-
P29268,Not Available
P29319,2.7.10.1
P29341,Not Available
P29351,3.1.3.48
P29352,3.1.3.48
P29391,Not Available
P29416,3.2.1.52
P29452,3.4.22.36
P29477,1.14.13.39
P29533,Not Available
P29594,3.4.22.55
P29595,Not Available
P29699,Not Available
P29752,Not Available
P29754,Not Available
P29755,Not Available
P29788,Not Available
P29812,5.3.3.12
P29974,Not Available
P30051,Not Available
P30115,2.5.1.18
P30204,Not Available
P30275,2.7.3.2
P30276,Not Available
P30280,Not Available
P30282,Not Available
P30285,2.7.11.22
P30306,3.1.3.48
P30355,Not Available
P30416,5.2.1.8
P30545,Not Available
P30548,Not Available
P30549,Not Available
P30554,Not Available
P30557,Not Available
P30558,Not Available
P30561,Not Available
P30658,Not Available
